4.05,4.05,-0.00958904109588983
4.05,4.06,-0.015068493150684342
4.05,4.05,-0.00958904109588983
4.05,4.05,-0.00958904109588983
4.05,4.05,-0.0041095890410953045
4.05,4.05,-0.0041095890410953045
4.05,4.04,0.0013698630136992074
4.05,4.04,0.006849315068493733
4.05,4.04,0.006849315068493733
4.04,4.04,0.0013698630136992074
4.04,4.03,0.0013698630136992074
4.04,4.04,-0.0041095890410953045
4.04,4.04,-0.00958904109588983
4.04,4.05,-0.015068493150684342
4.04,4.04,-0.00958904109588983
4.04,4.04,-0.0041095890410953045
4.04,4.04,-0.0041095890410953045
4.04,4.04,-0.0041095890410953045
4.04,4.04,-0.00958904109588983
4.04,4.04,-0.0041095890410953045
4.04,4.04,-0.0041095890410953045
4.04,4.03,0.0013698630136992074
4.04,4.03,0.0013698630136992074
4.04,4.03,0.0013698630136992074
4.04,4.03,0.0013698630136992074
4.04,4.03,-0.0041095890410953045
4.03,4.03,0.0013698630136992074
4.03,4.02,0.006849315068493733
4.03,4.02,0.006849315068493733
4.03,4.02,0.012328767123288259
4.03,4.02,0.01780821917808277
4.02,4.02,0.023287671232877297
4.02,3.99,0.023287671232877297
4.02,3.99,0.023287671232877297
4.02,4.0,0.01780821917808277
4.02,4.0,0.012328767123288259
4.02,4.0,0.012328767123288259
4.0,4.0,0.012328767123288259
4.0,3.98,0.012328767123288259
4.0,3.98,0.01780821917808277
4.0,3.98,0.012328767123288259
4.0,3.98,0.006849315068493733
4.0,3.98,0.006849315068493733
3.99,3.98,0.006849315068493733
3.98,3.98,0.0013698630136992074
3.98,3.98,-0.0041095890410953045
3.98,3.98,-0.0041095890410953045
3.98,3.98,-0.0041095890410953045
3.98,3.98,-0.0041095890410953045
3.98,3.97,0.0013698630136992074
3.98,3.97,0.006849315068493733
3.98,3.97,0.006849315068493733
3.98,3.97,0.0013698630136992074
3.97,3.97,-0.0041095890410953045
3.97,3.97,-0.0041095890410953045
3.97,3.97,-0.0041095890410953045
3.97,3.97,-0.00958904109588983
3.97,3.98,-0.015068493150684342
3.97,3.99,-0.020547945205478868
3.97,3.99,-0.020547945205478868
3.97,3.99,-0.015068493150684342
3.98,3.99,-0.020547945205478868
3.99,3.99,-0.026027397260273394
3.99,4.01,-0.020547945205478868
3.99,4.01,-0.020547945205478868
3.99,4.01,-0.015068493150684342
3.99,4.01,-0.015068493150684342
4.0,4.01,-0.00958904109588983
4.01,4.01,-0.015068493150684342
4.01,4.03,-0.020547945205478868
4.01,4.03,-0.020547945205478868
4.01,4.03,-0.020547945205478868
4.01,4.03,-0.020547945205478868
4.02,4.03,-0.020547945205478868
4.03,4.03,-0.015068493150684342
4.03,4.03,-0.00958904109588983
4.03,4.03,-0.0041095890410953045
4.03,4.03,-0.0041095890410953045
4.03,4.03,-0.00958904109588983
4.03,4.04,-0.015068493150684342
4.03,4.05,-0.020547945205478868
4.03,4.05,-0.026027397260273394
4.03,4.05,-0.026027397260273394
4.04,4.05,-0.026027397260273394
4.05,4.05,-0.020547945205478868
4.05,4.06,-0.015068493150684342
4.05,4.06,-0.015068493150684342
4.05,4.06,-0.015068493150684342
4.06,4.06,-0.020547945205478868
4.06,4.06,-0.020547945205478868
4.06,4.08,-0.020547945205478868
4.06,4.08,-0.015068493150684342
4.06,4.08,-0.00958904109588983
4.07,4.08,-0.00958904109588983
4.08,4.08,-0.015068493150684342
4.08,4.09,-0.015068493150684342
4.08,4.09,-0.015068493150684342
4.08,4.09,-0.020547945205478868
4.08,4.09,-0.026027397260273394
4.09,4.09,-0.03150684931506792
4.09,4.12,-0.03698630136986242
4.09,4.13,-0.042465753424656943
4.09,4.13,-0.042465753424656943
4.09,4.13,-0.042465753424656943
4.09,4.13,-0.042465753424656943
4.1,4.13,-0.042465753424656943
4.12,4.13,-0.03698630136986242
4.13,4.13,-0.03698630136986242
4.13,4.16,-0.03150684931506792
4.13,4.15,-0.026027397260273394
4.13,4.15,-0.020547945205478868
4.13,4.15,-0.020547945205478868
4.13,4.15,-0.015068493150684342
4.14,4.15,-0.015068493150684342
4.15,4.15,-0.00958904109588983
4.15,4.15,-0.00958904109588983
4.15,4.18,-0.03150684931506792
4.15,4.18,-0.03150684931506792
4.15,4.18,-0.03698630136986242
4.16,4.18,-0.042465753424656943
